pagina,titulo,conteudo,status,id_doc
4877,(CO) Consulta Correspondência\CO_3177,"COD_TIPO: CO
NUM_ANTDOC: 3177
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Cartão-postal
REMETENTE: Olegário Mariano
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Envia abraço saudoso.
DATA_INICIO: 1948/03/31",sucesso,CO_3177
4879,(CO) Consulta Correspondência\CO_3178,"COD_TIPO: CO
NUM_ANTDOC: 3178
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Cartão
REMETENTE: Olegário Mariano
ONOMÁSTICO: null
DESTINATARIO: Carlos Magalhães de Azeredo
MEMO_RESUMO: Apresenta Portinari, portador de um livro, que está em gozo do premio de viagem da Escola de Belas Artes, em Paris e na Itália.
DATA_INICIO: 1929/  /",sucesso,CO_3178
4881,(CO) Consulta Correspondência\CO_3179,"COD_TIPO: CO
NUM_ANTDOC: 3179
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Olegário Mariano
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Agradece gravuras enviadas por Portinari, dando notícias de amigos comuns.
DATA_INICIO: 1929/  /",sucesso,CO_3179
4884,(CO) Consulta Correspondência\CO_3180,"COD_TIPO: CO
NUM_ANTDOC: 3180
PAGINAÇÃO: 4 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Olegário Mariano
ONOMÁSTICO: Manoel Santiago
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Pede notícias de Portinari e informa que deverá partir nos primeiros meses do ano. Encomenda gravuras parisienses, perguntando pelo Santiago.
DATA_INICIO: 1929/  /",sucesso,CO_3180
4888,(CO) Consulta Correspondência\CO_3181,"COD_TIPO: CO
NUM_ANTDOC: 3181
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Telegrama
REMETENTE: null
ONOMÁSTICO: William R. Valentiner
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Pede autorização para ficar com alguns quadros de Portinari, provenientes de Valentiner.
DATA_INICIO: 1941/03/29",sucesso,CO_3181
4890,(CO) Consulta Correspondência\CO_3182,"COD_TIPO: CO
NUM_ANTDOC: 3182
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Eugenio Luraghi
ONOMÁSTICO: null
DESTINATARIO: Abrahão Koogan
MEMO_RESUMO: Complementando sua carta de 23 de outubro, avisa que a ILTE assegurou-lhe que entregaria as primeiras cópias do livro ""Israel"", antes de um mês. Diz que expedirá o ""Kibutz"" por avião.
DATA_INICIO: 1957/10/30",sucesso,CO_3182
4891,(CO) Consulta Correspondência\CO_3183,"COD_TIPO: CO
NUM_ANTDOC: 3183
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Telegrama
REMETENTE: null
ONOMÁSTICO: William R. Valentiner
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Pede autorização para ficar com alguns quadros de Portinari, provenientes de Valentiner.
DATA_INICIO: 1941/03/31",sucesso,CO_3183
4892,(CO) Consulta Correspondência\CO_3184,"COD_TIPO: CO
NUM_ANTDOC: 3184
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Telegrama
REMETENTE: Anne E. Sardi
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Avisa que a Galeria estará fechando e pede instruções para o embarque de obras.
DATA_INICIO: 1942/07/03",sucesso,CO_3184
4893,(CO) Consulta Correspondência\CO_3186,"COD_TIPO: CO
NUM_ANTDOC: 3186
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Michael M. Harris
ONOMÁSTICO: Wallace K. Harrison
DESTINATARIO: João Carlos Muniz
MEMO_RESUMO: Informa, na ausência do sr. Harrison, estar enviando as informações solicitadas sobre as paredes destinadas aos murais oferecidos pelo Governo do Brasil às Nações Unidas: as plantas do local, com fotos e dimensões. Recorda ao embaixador a necessidade de apresentação das maquetes para serem aprovadas pela Junta Consultiva de Arte.
DATA_INICIO: 1952/08/21",sucesso,CO_3186
4894,(CO) Consulta Correspondência\CO_3187,"COD_TIPO: CO
NUM_ANTDOC: 3187
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Vasco Leitão da Cunha
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Confirma o convite feito, verbalmente, para que Portinari execute dois murais a serem oferecidos ao novo edifício da Assembléia Geral das Nações Unidas, pelo Governo do Brasil. Discrimina as bases propostas para elaboração dos estudos preliminares, incluindo pagamento.
DATA_INICIO: 1952/09/19",sucesso,CO_3187
4896,(CO) Consulta Correspondência\CO_3188,"COD_TIPO: CO
NUM_ANTDOC: 3188
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Jayme de Barros
ONOMÁSTICO: Vasco Leitão da Cunha
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Autorizado pelo embaixador Vasco Leitão da Cunha, informa a Portinari que os cartões para os murais causaram ótima impressão, devendo ser aprovados.
DATA_INICIO: 1953/01/07",sucesso,CO_3188
4897,(CO) Consulta Correspondência\CO_3189,"COD_TIPO: CO
NUM_ANTDOC: 3189
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: João Neves da Fontoura
ONOMÁSTICO: João Carlos Muniz
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Comunica, não oficialmente, que o engenheiro Harrison informou ao embaixador João Carlos Muniz que os cartões dos murais causaram ótima impressão, devendo ser aprovados.
DATA_INICIO: 1953/01/26",sucesso,CO_3189
4898,(CO) Consulta Correspondência\CO_3190,"COD_TIPO: CO
NUM_ANTDOC: 3190
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Osvaldino Marques
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Cumprimenta Portinari, agradecendo uma carta de recomendação.
DATA_INICIO: 1944/01/20",sucesso,CO_3190
4899,(CO) Consulta Correspondência\CO_3191,"COD_TIPO: CO
NUM_ANTDOC: 3191
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Telegrama
REMETENTE: Osvaldino Marques
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Cumprimenta Portinari, elogiando sua ""Missa"".
DATA_INICIO: 1949/01/28",sucesso,CO_3191
4900,(CO) Consulta Correspondência\CO_3192,"COD_TIPO: CO
NUM_ANTDOC: 3192
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Rafael Marques
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Pede auxílio a Portinari.
DATA_INICIO: 1952/10/02",sucesso,CO_3192
4901,(CO) Consulta Correspondência\CO_3193,"COD_TIPO: CO
NUM_ANTDOC: 3193
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Angelo da Silva Neves
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Informa estar remetendo cópia autenticada do contrato assinado entre o Ministério das Relações Exteriores e o artista, para execução dos painéis que serão oferecidos pelo Governo do Brasil às Nações Unidas.
DATA_INICIO: 1955/02/15",sucesso,CO_3193
4902,(CO) Consulta Correspondência\CO_3194,"COD_TIPO: CO
NUM_ANTDOC: 3194
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Cyro de Freitas-Valle
ONOMÁSTICO: Andrew W. Cordier
DESTINATARIO: Dag Hammarskjöld
MEMO_RESUMO: Informa ter transmitido a  Andrew Cordier opinião contrária à mudança do local de instalação dos painéis de Portinari no edifício da ONU. Solicita que seja aguardada a aprovação do pintor e do Governo do Brasil, antes de qualquer decisão. Informa ainda que, na sua ausência, Jayme de Barros responde pela Missão Brasileira.
DATA_INICIO: 1956/06/19",sucesso,CO_3194
4904,(CO) Consulta Correspondência\CO_3195,"COD_TIPO: CO
NUM_ANTDOC: 3195
PAGINAÇÃO: 4 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Joaquim Rocha Ferreira
ONOMÁSTICO: Carlos Drummond de Andrade
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Relata sua experiência na Itália, no estudo de mosaicos, citando Mário Sironi, famoso mosaicista italiano. Refere-se a Drummond e comenta seu problema com a bolsa de estudos.
DATA_INICIO: 1938/12/13",sucesso,CO_3195
4907,(CO) Consulta Correspondência\CO_3196,"COD_TIPO: CO
NUM_ANTDOC: 3196
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Rodolfo Nicolao
ONOMÁSTICO:  Palamede
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Trata de assuntos pessoais. Comenta assuntos relativos à vida artística brasileira, referindo-se a várias pessoas e abordando a questão figurativismo x abstracionismo.
DATA_INICIO: 1950/07/15",sucesso,CO_3196
4909,(CO) Consulta Correspondência\CO_3197,"COD_TIPO: CO
NUM_ANTDOC: 3197
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Rodolfo Lima Martensen
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Desculpa-se por não ter podido apanhar antes o trabalho de Portinari, feito para a revista ""Progress"".
DATA_INICIO: 1951/07/04",sucesso,CO_3197
4910,(CO) Consulta Correspondência\CO_3198,"COD_TIPO: CO
NUM_ANTDOC: 3198
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Rodolfo Lima Martensen
ONOMÁSTICO: Dominga Torquato
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Comenta assuntos pessoais, informando que o presidente da Lever gostou muito do trabalho de Portinari para a revista ""Progress"". Pergunta pela saúde de D. Dominga e agradece o estudo que o pintor lhe ofereceu.
DATA_INICIO: 1951/07/25",sucesso,CO_3198
4911,(CO) Consulta Correspondência\CO_3199,"COD_TIPO: CO
NUM_ANTDOC: 3199
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Rodolfo Lima Martensen
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Informa ter recebido carta do diretor da Lever, em Londres, agradecendo a ilustração para a capa da revista ""Progress"". Pergunta o número de exemplares que Portinari gostaria de receber.
DATA_INICIO: 1951/08/21",sucesso,CO_3199
4912,(CO) Consulta Correspondência\CO_3200,"COD_TIPO: CO
NUM_ANTDOC: 3200
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Rodolfo Lima Martensen
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Comunica que já recebeu um exemplar da revista ""Progress"" cam a capa ilustrada pelo pintor. Desculpa-se por não enviá-la a Portinari, por estar esperando receber a remessa total de exmplares para fazê-lo. Consulta Portinari sobre a possibilidade de pintar um quadro para um amigo seu, informando as dimensões desejadas por ele, e pedindo idéia de preço, caso interesse a Portinari fazer o trabalho.
DATA_INICIO: 1952/01/24",sucesso,CO_3200
4914,(CO) Consulta Correspondência\CO_3201,"COD_TIPO: CO
NUM_ANTDOC: 3201
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Rodolfo Lima Martensen
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Diz ter recebido o convite para as solenidades de apresentação e bênção das 14 telas da ""Via Sacra"" de Batatais. Mostra-se saudoso da família Portinari, justificando seu não comparecimento ao ato.
DATA_INICIO: 1953/03/05",sucesso,CO_3201
4915,(CO) Consulta Correspondência\CO_3202,"COD_TIPO: CO
NUM_ANTDOC: 3202
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Rodolfo Lima Martensen
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Relata o desejo de um amigo da Lever, que gostaria de poder levar uma obra de Portinari para a Inglaterra. Consulta Portinari sobre preços. Comenta ter visitado Batatais, elogiando muito as telas sacras pintadas pelo artista, especialmente o conjunto do altar.
DATA_INICIO: 1955/06/16",sucesso,CO_3202
4917,(CO) Consulta Correspondência\CO_3203,"COD_TIPO: CO
NUM_ANTDOC: 3203
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Arminda Martensen
ONOMÁSTICO: null
DESTINATARIO: Maria Portinari
MEMO_RESUMO: Agradecem e retribuem os votos de Boas Festas.
DATA_INICIO: 1956/01/",sucesso,CO_3203
4918,(CO) Consulta Correspondência\CO_3204,"COD_TIPO: CO
NUM_ANTDOC: 3204
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Ellen Harrison
ONOMÁSTICO: Wallace K. Harrison
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Envia um filme sobre os painéis da ONU, esperando que Portinari possa ter idéia da transferência da cor e da escala da construção do prédio.
DATA_INICIO: 1956/  /",sucesso,CO_3204
4920,(CO) Consulta Correspondência\CO_3205,"COD_TIPO: CO
NUM_ANTDOC: 3205
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Rodolfo Lima Martensen
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Recorda a capa para a revista ""Progress"" feita por Portinari, anteriormente, para convidá-lo a fazer um novo trabalho, em um novo número daquela revista, também dedicado ao Brasil.
DATA_INICIO: 1961/04/03",sucesso,CO_3205
4921,(CO) Consulta Correspondência\CO_3206,"COD_TIPO: CO
NUM_ANTDOC: 3206
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Rodolfo Lima Martensen
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Informa que a revista ""Progress"" suspendeu a publicação do número dedicado ao Brasil e que, portanto, fica suspensa, no momento, a ilustração que havia pedido a Portinari.
DATA_INICIO: 1961/05/24",sucesso,CO_3206
4922,(CO) Consulta Correspondência\CO_3207,"COD_TIPO: CO
NUM_ANTDOC: 3207
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Arturo Profili
MEMO_RESUMO: Informa estar montando e selecionando desenhos a serem remetidos para a Bienal. Diz achar difícil montar uma retrospectiva de seus trabalhos. Quanto à espaço e iluminação, sugere resolverem posteriormente. Se necessário, diz poder enviar lista de colecionadores de seus quadros. Pede opinião a respeito de tudo.
DATA_INICIO: 1959/  /",sucesso,CO_3207
4923,(CO) Consulta Correspondência\CO_3209,"COD_TIPO: CO
NUM_ANTDOC: 3209
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Percy Alvim Martin
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Pede que Portinari envie dados biográficos para ser incluído no dicionário biográfico, que aproximaria mais a América Latina e os Estados Unidos
DATA_INICIO: 1929/11/12",sucesso,CO_3209
4924,(CO) Consulta Correspondência\CO_3210,"COD_TIPO: CO
NUM_ANTDOC: 3210
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Andrew W. Cordier
ONOMÁSTICO: Wallace K. Harrison
DESTINATARIO: Cyro de Freitas-Valle
MEMO_RESUMO: Informa que a demora na instalação definitiva dos murais de Portinari no edifício da ONU deve-se, exclusivamente, a problemas de ordem financeira. Solicita que sejam desmentidos os rumores, disseminados no Brasil, de que os painéis não estariam sendo convenientemente guardados.
DATA_INICIO: 1957/05/13",sucesso,CO_3210
4927,(CO) Consulta Correspondência\CO_3211,"COD_TIPO: CO
NUM_ANTDOC: 3211
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: Arthur Rubinstein
DESTINATARIO: Josias Leão
MEMO_RESUMO: Informa ter vendido dois quadros a Arthur Rubinstein, observando que a reprodução deles seria interessante no álbum. Diz estar providenciando o envio de outras duas. Acusa recebimento do dinheiro enviado por Ruth.
DATA_INICIO: 1940/06/10",sucesso,CO_3211
4928,(CO) Consulta Correspondência\CO_3212,"COD_TIPO: CO
NUM_ANTDOC: 3212
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Margarida Guedes Nogueira
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Acusa recebimento das maquetes de ""Guerra"" e ""Paz"" para o edifício da ONU.
DATA_INICIO: 1956/03/28",sucesso,CO_3212
4929,(CO) Consulta Correspondência\CO_3213,"COD_TIPO: CO
NUM_ANTDOC: 3213
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Cartão
REMETENTE: Dulce Liberal Martinez de Hoz
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Agradece o ""lindíssimo retrato"" executado pelo pintor.
DATA_INICIO: 1941/  /",sucesso,CO_3213
4931,(CO) Consulta Correspondência\CO_3214,"COD_TIPO: CO
NUM_ANTDOC: 3214
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: José Augusto de Macedo Soares
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Acusa recebimento de carta de Portinari informando da conclusão do segundo e último painel, ""Paz"". O representante do Ministério recorda cláusula do contrato que reza 60 dias de carência para que assuma a guarda e conservação dos referidos painéis.
DATA_INICIO: 1956/01/19",sucesso,CO_3214
4933,(CO) Consulta Correspondência\CO_3215,"COD_TIPO: CO
NUM_ANTDOC: 3215
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: M. A. Martini
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Apresenta-se como presidente da Banca Tosacana, informando que está enviando uma publicação que conta a história do palácio onde está a sede central em Florença e que peretenceu à família Portinari.
DATA_INICIO: 1960/05/04",sucesso,CO_3215
4934,(CO) Consulta Correspondência\CO_3216,"COD_TIPO: CO
NUM_ANTDOC: 3216
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Carlos Martins
ONOMÁSTICO: Helena Rubinstein
DESTINATARIO: Vernon C. Porter
MEMO_RESUMO: Autoriza a inclusão de pinturas de Portinari, pertencentes às coleções de Helena Rubinstein e do MoMA, à coleção que vem do Rio de Janeiro para a exposição no Riverside Museum.
DATA_INICIO: 1940/07/27",sucesso,CO_3216
4935,(CO) Consulta Correspondência\CO_3217,"COD_TIPO: CO
NUM_ANTDOC: 3217
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Ivan Pedro de Martins
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Cumprimenta Portinari por sua obra ""Tiradentes"", enumerando qualidades pessoais e artísticas detectadas, por ele, no amigo.
DATA_INICIO: 1949/08/12",sucesso,CO_3217
4936,(CO) Consulta Correspondência\CO_3218,"COD_TIPO: CO
NUM_ANTDOC: 3218
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Ivan Pedro de Martins
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Cumprimenta Portinari pelo aniversário de nascimento.
DATA_INICIO: 1953/12/29",sucesso,CO_3218
4937,(CO) Consulta Correspondência\CO_3219,"COD_TIPO: CO
NUM_ANTDOC: 3219
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Décio de Moura
ONOMÁSTICO: Michael M. Harris
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Comunica, oficialmente, a aceitação, por Wallace K. Harrison, das pinturas para os murais a serem doados pelo Governo do Brasil ao edifício da ONU. Informa, também, da restituição dos esboços, necessários à execução final. Lamenta os termos da carta de Michael M. Harris.
DATA_INICIO: 1953/03/11",sucesso,CO_3219
4940,(CO) Consulta Correspondência\CO_3220,"COD_TIPO: CO
NUM_ANTDOC: 3220
PAGINAÇÃO: 3 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Jayme de Barros
ONOMÁSTICO: João Carlos Muniz
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Informa estar enviando a carta de Michael M. Harris, desculpando-se por ela ter sido aberta, por engano. Trancreve o texto da referida carta, traduzido. Pondera haver uma inconsistência com um comunicado de João Carlos Muniz. Diz que esclarecerá o assunto.
DATA_INICIO: 1953/02/16",sucesso,CO_3220
4943,(CO) Consulta Correspondência\CO_3221,"COD_TIPO: CO
NUM_ANTDOC: 3221
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Nicole Ouali
ONOMÁSTICO: Denise Albe-Fessard
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Avisa que o pagamento das ilustrações do livro ""O poder e a glória"" foi feito por cheque, através de Albe-Fessard.
DATA_INICIO: 1960/02/03",sucesso,CO_3221
4946,(CO) Consulta Correspondência\CO_3222,"COD_TIPO: CO
NUM_ANTDOC: 3222
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Telegrama
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Jayme de Barros
MEMO_RESUMO: Avisa que os painéis (da ONU) estão prontos.
DATA_INICIO: 1955/12/07",sucesso,CO_3222
4947,(CO) Consulta Correspondência\CO_3223,"COD_TIPO: CO
NUM_ANTDOC: 3223
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Joaquim da Costa Martins
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Solicita o pagamento de importância emprestada a Portinari, em Paris, no ano anterior.
DATA_INICIO: 1947/04/02",sucesso,CO_3223
4949,(CO) Consulta Correspondência\CO_3224,"COD_TIPO: CO
NUM_ANTDOC: 3224
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Telegrama
REMETENTE: Jayme de Barros
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Avisam que os quadros chegaram em Nova York, informando o período em que estarão expostos na Galeria Wilenstein.
DATA_INICIO: 1959/02/21",sucesso,CO_3224
4950,(CO) Consulta Correspondência\CO_3225,"COD_TIPO: CO
NUM_ANTDOC: 3225
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Maria Amélia de Rezende Martins
ONOMÁSTICO: Theodoro Heuberger
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Pede que Portinari deixe ""representada a sua arte"" no álbum que lhe está sendo enviado e que reúne ""os maiores vultos da atualidade"". Tal iniciativa foi feita em homenagem a Theodoro Heuberger, mas foi posteriormente delegada às ""nossas sociedades de arte"".
DATA_INICIO: 1949/05/12",sucesso,CO_3225
4951,(CO) Consulta Correspondência\CO_3226,"COD_TIPO: CO
NUM_ANTDOC: 3226
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Pierre Mathieu
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Acusa recebimento de carta e trata de assuntos referentes às ilustrações de Portinari para o livro ""O poder e a glória"". Pergunta se o artista recebeu as duas cópias do contrato, pedindo que lhe seja devolvida uma, assinada.
DATA_INICIO: 1959/11/04",sucesso,CO_3226
4952,(CO) Consulta Correspondência\CO_3227,"COD_TIPO: CO
NUM_ANTDOC: 3227
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Pierre Mathieu
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Explica a Portinari não ser possível encomendar-lhe as 32 ilustrações do livro, pois cada romance deverá ser ilustrado por um artista diferente. Pede que o artista responda, breve, se aceitará fazer 8 ilustrações para ""O poder e a glória"".
DATA_INICIO: 1959/09/10",sucesso,CO_3227
4954,(CO) Consulta Correspondência\CO_3228,"COD_TIPO: CO
NUM_ANTDOC: 3228
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Pierre Mathieu
ONOMÁSTICO: Anatole Jakovsky
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Relata encontro com Auricoste e Jakovsky, onde falaram sobre Portinari e sobre o interesse dele, Mathieu, de que o artista ilustrasse um dos livros ilustrados que a Gallimard publica nos fins de ano. Pergunta a Portinari se ele aceitaria fazê-lo, em princípio.
DATA_INICIO: 1959/07/30",sucesso,CO_3228
4955,(CO) Consulta Correspondência\CO_3229,"COD_TIPO: CO
NUM_ANTDOC: 3229
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Pierre Mathieu
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Envia a prova do cartaz de divulgação do livro ""O poder e a glória"", a ser afixado em todas as livrarias da França.
DATA_INICIO: 1960/03/28",sucesso,CO_3229
4956,(CO) Consulta Correspondência\CO_3230,"COD_TIPO: CO
NUM_ANTDOC: 3230
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Pierre Mathieu
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Agradece o envio de três exemplares de livro, proveniente da Itália, elogiando-o.
DATA_INICIO: 1960/06/20",sucesso,CO_3230
4957,(CO) Consulta Correspondência\CO_3231,"COD_TIPO: CO
NUM_ANTDOC: 3231
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Pierre Mathieu
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Comenta ter visitado a exposição, em Paris, que inclui telas de Portinari. Convida-o  a ilustrar dois romances de André Maurois, incluídos no volume ""Romans"", especificando tipo de papel, número de ilustrações por romance (4) e prazo de entrega dos trabalhos. Pede resposta em breve.
DATA_INICIO: 1960/09/28",sucesso,CO_3231
4959,(CO) Consulta Correspondência\CO_3232,"COD_TIPO: CO
NUM_ANTDOC: 3232
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Pierre Mathieu
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Deseja bom ano novo a Portinari, avisando-lhe ter enviado, ao seu banco, o pagamento das ilustrações realizadas para sua editora.
DATA_INICIO: 1961/01/03",sucesso,CO_3232
4960,(CO) Consulta Correspondência\CO_3233,"COD_TIPO: CO
NUM_ANTDOC: 3233
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Miguel Lupi Martins
ONOMÁSTICO: Gustavo Capanema
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Pede que Portinari interceda por ele, junto ao Ministro Capanema, para ser nomeado Delegado Federal de Saúde da 3ª Região.
DATA_INICIO: 1942/05/29",sucesso,CO_3233
4961,(CO) Consulta Correspondência\CO_3234,"COD_TIPO: CO
NUM_ANTDOC: 3234
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Leo Martinuzzi
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Pede que Portinari enriqueça a Latin American Fair, cedendo uma ou duas obras suas para figurarem na exposição.
DATA_INICIO: 1941/11/18",sucesso,CO_3234
4962,(CO) Consulta Correspondência\CO_3235,"COD_TIPO: CO
NUM_ANTDOC: 3235
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Telegrama
REMETENTE: Milton Ribeiro
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Saúdam Portinari pelos painéis ""Guerra"" e ""Paz"".
DATA_INICIO: 1955/12/20",sucesso,CO_3235
