pagina,id_doc,remetente,destinatario,data,tipo_doc,onomastico,memo_resumo
6198,CO_4044,Menotti Del Picchia,Candido Portinari,29/04/1936,Carta,Ricardo Cassiano,"Agradece o desenho que ganhou de Portinari. Diz que ele e Ricardo Cassiano precisam de fotografia do ""Café"", para publicar na revista ""São Paulo""."
6203,CO_4052,Thelma Pincus,Candido Portinari,01/10/1954,Carta,null,"Informa ser proprietária de um desenho original de Portinari, ""Mulher Chorando"", que adquiriu durante uma exposição de arte brasileira, em sua cidade, no ano de 1953. Mostra-se interessada em adquirir outra obra do artista, pedindo sua orientação."
6206,CO_4055,Gérson Pompeu Pinheiro,Candido Portinari,02/03/1956,Carta,Quirino Campofiorito,"Informa ter sido aprovada a proposta do professor Quirino Campofiorito para que fosse registrado, em ata, um voto de congratulações com Portinari, ex-aluno da casa, pelo sucesso alcançado com os painéis para a ONU, obras essas expostas no Teatro Municipal."
6207,CO_4056,Sebastião de Godoy Pinheiro,Candido Portinari,06/10/1956,Carta,null,"Confirma, textualmente, os entendimentos verbais a propósito de encomenda de dois quadros para a nova sede do Banco Meridional de São Paulo, autorizando o início dos trabalhos. Informa estar enviando cheque, com metade do pagamento combinado."
6215,CO_4066,Lauro Pinto,Candido Portinari,20/03/1942,Carta,Ezequiel Fonseca Filho,"Comenta uma entrevista de Portinari, lida na revista ""Diretrizes"". Informa que um amigo do pintor, da Escola Nacional de Belas Artes, Ezequiel Fonseca Filho, tornou-se médico, está vivo e reside na cidade de Açu, RN. Recorda a Portinari que Ezequiel foi modelo de uma de suas obras, premiada com menção honrosa no Salão de 22."
6224,CO_4072,Raymond F. Piper,Candido Portinari,22/06/1950,Carta,Maurice Lavanoux,"Através de Maurice Lavanoux, editor da revista ""Liturgical Ats"", diz ter sabido que Portinari fez a decoração de uma capela para sua mãe (avó). Solicita fotos da capela, para ilustrar seu livro sobre arte cósmica. Pede, ainda, o endereço do arquiteto de uma igreja que não foi consagrada, por ter sido considerada bizarra."
6231,CO_4077,Candido Portinari,Pietro Maria Bardi,14/04/1952,Carta,null,"Acusa recebimento de carta, na qual Bardi informa-lhe que o Museu de Arte de São Paulo doou uma obra sua ao Museu de Milão (Galleria d' Arte Moderna). Agradece palavras elogiosas, parabenizando-o por seu trabalho junto ao museu."
6232,CO_4078,Rubem Pires,Candido Portinari,11/06/1943,Cartão,Vera Kelsey,"Agradece a envio do livro ""Maria Rosa"", de Vera Kelsey, ilustrado por Portinari."
6253,CO_4089,J. de Toledo Piza,Candido Portinari,07/05/1952,Carta,null,Trata de assuntos relativos ao pagamento das últimas parcelas devidas do mural que Portinari executará no Edifício e Galeria Califórnia.
6255,CO_4091,Rollin D. Hemens,Candido Portinari,29/08/1940,Carta,null,"Acusa recebimento de nova proposta de Portinari para a publicação do livro ""Portinari, his life and art"", considerando-a satisfatória. Resume, nesta carta, os pontos duvidosos do contrato. Diz estar enviando duas cópias, solicitando que o artista assine uma das vias, caso concorde, devolvendo-a a ele, ficando com a outra cópia."
6264,CO_4100,Octavio Guinle,Candido Portinari,18/06/1942,Carta,null,"Confirma encomenda (e preço) de 264 gravuras para o Copacabana Palace Hotel, estabelecendo prazo de entrega e solicitando que Portinari informe as condições de pagamento."
6275,CO_4108,Pedro Pomar,Candido Portinari,29/01/1948,Carta,null,"Informa estar enviando proposta de um laboratório (Silva Araújo-Russell), para confecção de dez quadros. Comenta assuntos pessoais."
6276,CO_4109,Pedro Pomar,Candido Portinari,04/04/1948,Carta,null,"Trata de assuntos referentes às obras que Portinari deverá executar para um laboratório (Silva Araújo-Russell), incluindo preço. Comenta a situação política do Brasil."
6278,CO_4110,Pedro Pomar,Candido Portinari,05/06/1948,Carta,Antonio Lemme Júnior,Trata de assuntos relativos à entrega e pagamento das obras que Portinari executou para um laboratório (Silva Araújo-Russelll). Sugere a intermediação de Antonio Lemme Júnior.
6279,CO_4111,Pedro Pomar,Candido Portinari,19/05/1948,Telegrama,null,Solicita resposta urgente à proposta enviada para execução de telas. Informa que a firma (Laboratório Silva Araújo-Russell) aceitou preço pedido.
6286,CO_4118,Vernon C. Porter,Lucio Costa,12/08/1940,Carta,Henry Agard Wallace,"Agradece, em nome de Henry A. Wallace, o envio das pinturas para a Second Latin American Exhibition of Fine Arts, realizada no Riverside Museum. Diz estar enviando resenhas críticas sobre a mostra. Comunica que o carregamento chegou em péssimas condições, com muitas molduras quebradas e algumas telas danificadas, especificando danos ocorridos. Fala sobre o seguro das obras. Pergunta se Portinari autorizaria o envio da coleção para outros museus nos Estados Unidos. Diz estar enviando vários exemplares do catálogo."
6291,CO_4121,Vernon C. Porter,Candido Portinari,29/10/1940,Carta,null,"Informa estar enviando, anexa, a lista das obras de Portinari, incluídas na exposição que está sendo enviada para oito museus. Fornece informações sobre o seguro das referidas obras. Diz que enviará, breve, a lista dos museus que apresentarão a mostra, com as respectivas datas. Pede a Portinari dez exemplares do catálogo para enviar aos museus."
6301,CO_4128,Vernon C. Porter,Candido Portinari,02/09/1941,Carta,null,Trata de assuntos relativos ao seguro das obras que participaram da exposição organizada pelo Riverside Museum.
6305,CO_4131,Vernon C. Porter,Candido Portinari,10/09/1941,Carta,James W. Watts,"Informa estar enviando a tela ""Burial in the Hill"" para Portinari. Diz que a obra veio do Rio de Janeiro, a mando de Randolph Harrison, da Embaixada Americana, tendo sido entregue à sua irmã, sra. James W. Watts, na Virgínia. Diz ter informado à sra. Watts e ao sr. Harrison que o desenho, que foi enviado ao museu, fora encaminhado a Portinari e que o pintor encarregar-se-ia de devolvê-lo."
6306,CO_4132,Candido Portinari,null,/  /1949,Telegrama,null,"Responde ao convite de Harlow Shapley, enviando texto, a ser lido na Conferência pela Paz Mundial, onde o pintor informa (e protesta) sobre o fato de ter-lhe sido negado o visto de entrada nos Estados Unidos."
6311,CO_4135,Vernon C. Porter,Candido Portinari,14/10/1941,Carta,James W. Watts,"Informa ter recebido carta da sra. James W. Watts solicitando a entrega da obra ""Hill"", a qual foi enviada a Portinari em 2 de setembro. Diz tratar-se da pintura enviada por Randolph Harrison, irmão da sra. Watts. Pede que Portinari faça a entrega sem demora."
6327,CO_4146,Antônio Portinari,Maria Portinari,09/08/1946,Carta,Adhemar de Barros,"Relata a Portinari os motivos, atribuídos por Clóvis Graciano, das desavenças ocorridas com Paulo Duarte, Cícero Dias e Portinari. Comenta a situação política em São Bernardo do Campo e trata de assuntos pessoais."
6329,CO_4148,Antônio Portinari,Maria Portinari,12/10/1941,Carta,Florence Horn,Acusa recebimento de carta. Mostra-se satisfeito com a notícia de que Portinari fará mesmo as decorações da Biblioteca (do Congresso). Trata de assuntos pessoais.
6330,CO_4149,Antônio Portinari,Maria Portinari,05/11/1941,Carta,Getulio Vargas,"Trata de assuntos familiares e pessoais. Comenta a notícia de que um diretor da Biblioteca (do Congresso) escreveu carta ao Presidente Vargas, agradecendo e elogiando a colaboração de Portinari. Comenta, também, ter sido noticiado que os painéis do Pavilhão do Brasil (na Feira Mundial de Nova York) ficariam na Embaixada do Brasil de lá."
6337,CO_4154,Antônio Portinari,Maria Portinari,17/11/1942,Carta,Alberto da Veiga Guignard,"Reclama da falta de notícias. Informa que, da Argentina, solicitaram ao Mário (de Andrade) que escrevesse sobre Portinari. Comenta que o artigo de Ruben Navarra, na revista ""Sur"", causou revolta entre os críticos, devido à omissão de muitos nomes. Comenta também um artigo de Manuel Bandeira sobre Guignard."
6347,CO_4162,Antônio Portinari,Maria Portinari,20/07/1943,Carta,Alfredo Mesquita,"Solicita remessa de alguns exemplares do álbum (publicado por ocasião da exposição no Museu Nacional de Belas Artes). Diz ter entregue o do Mário, mas cita outros interessados em comprá-lo. Sugere que Portinari pense a respeito de organizar uma exposição em São Paulo, aproveitando a remessa da ""Série Bíblica"", para a Rádio Tupi de São Paulo. Trata de assuntos pessoais e familiares."
6349,CO_4164,Antônio Portinari,Maria Portinari,11/08/1943,Carta,Lasar Segall,"Relata conversa que teve com Sérgio Milliet sobre o interesse de Robert Smith em receber fotografias da ""Série Bíblica"" e que ele, Sérgio, aproveitaria o envio das fotos para escrever um artigo. Diz estar remetendo cópia de um artigo de Osório César."
6353,CO_4167,Antônio Portinari,Maria Portinari,25/01/1943,Carta,Assis Chateaubriand,"Transmite um pedido de Mário (de Andrade) para que Portinari envie as fotografias de obras que ele, Portinari, sabe que estão faltando, para serem enviadas à Argentina. Antônio reclama as fotos que pediu para o Osório César. Retoma a sugestão de Portinari preparar uma exposição em São Paulo, aproveitando a inauguração dos painéis da Rádio Tupi-SP. Comenta que, em jantar com Queiroz (Lima), Chateaubriand só falava no ""Jeremias""."
6388,CO_4189,Antônio Portinari,Maria Portinari,03/04/1949,Carta,Vittorio Gobbis,Trata de assuntos pessoais e familiares. Pergunta pelas pinturas que Portinari está fazendo para Minas Gerais.
6433,CO_4212,Baptista Portinari,Maria Portinari,12/04/1943,Carta,null,"Trata de assuntos pessoais. Comenta a visita de dois bolivianos, para ver as pinturas."
6437,CO_4215,Baptista Portinari,Maria Portinari,19/02/1944,Carta,Raimundo de Menezes,"Diz estar enviando um livro de autoria de Raimundo de Menezes, delegado de polícia em Ribeirão Preto, pedindo que Portinari escreva-lhe (ao autor) dando suas impressões a respeito. Conta que o delegado visitou-os para ver as obras de Portinari."
6449,CO_4224,Baptista Portinari,Candido Portinari,01/03/1948,Carta,Lelio Landucci,"Dá notícias dos familiares e da casa. Comenta o início do trabalho de Portinari na ""Primeira Missa no Brasil"". Conta ter recebido, de Landucci, um álbum sobre Portinari."
6451,CO_4225,Baptista Portinari,Candido Portinari,16/03/1948,Carta,null,"Conta sobre as visitas que tem recebido, em casa dos Portinaris. Comenta ter lido artigo sobre ""A Primeira Missa no Brasil""."
6454,CO_4228,Lourival Gomes Machado,Candido Portinari,24/09/1951,Carta,Assis Chateaubriand,"Diz estar enviando a planta definitiva da ala dos brasileiros na Bienal de São Paulo. Pede que Portinari decida sobre a participação total ou parcial da ""Via Sacra"". Pede, ainda, sugestão sobre as molduras a usar nos quadros. Quer saber se o pintor já falou com Assis Chateaubriand sobre a participação dos quadros do Museu de Arte."
6469,CO_4242,Dominga Torquato,Candido Portinari,13/03/1956,Carta,null,Tratam de assuntos pessoais. Mostram-se contentes com o sucesso dos painéis.
6477,CO_4247,Baptista Portinari,José Carlos de Macedo Soares,/  /19--,Telegrama,null,"Agradece a iniciativa de mandar reformar a Igreja de Santo Antônio, em Bordósqui, a qual possui pintura de seu filho (Portinari)."
6526,CO_4289,Baptista Portinari,Candido Portinari,/  /1948,Carta,null,Trata de assuntos pessoais e informa que a inauguração do banco (onde está o painel de Portinari) foi adiada.
6527,CO_4290,Baptista Portinari,Candido Portinari,13/05/1948,Carta,null,"Trata de assuntos pessoais. Comenta a chegada da ""Primeira Missa""."
6530,CO_4292,Baptista Portinari,Candido Portinari,/  /1941,Carta,Getulio Vargas,"Trata de assuntos pessoais. Comenta uma carta enviada por um diretor da Biblioteca (do Congresso) para o Presidente Getúlio Vargas, sobre os trabalhos de Portinari na referida biblioteca."
6554,CO_4314,Candido Portinari,Enrique Amorim,25/10/1951,Carta,null,"Relata os problemas pessoais e familiares que vem enfrentando, desde sua volta de Paris, justificando-se pela ausência de cartas. Comenta sua mudança de endereço e os painéis ""enormes"" que o ocuparam."
6557,CO_4316,Candido Portinari,Carlos Drummond de Andrade,09/02/1937,Carta,null,Comenta estar usando a técnica do afresco na casa de Brodowski. Diz estar enviando foto para que ele tenha uma idéia.
6564,CO_4322,Candido Portinari,Carlos Drummond de Andrade,10/02/1940,Carta,Gustavo Capanema,"Comenta a repercussão de sua exposição, promovida pelo Ministério da Educação, transcrevendo telegrama recebido do Detroit Institute of Arts, desejando expor suas obras, bem como um cheque de Helena Rubinstein, pedindo mais dez litografias, e outro da ""Vogue"", pagando direitos de reprodução da tela ""Morro"". Trata de assuntos pessoais."
6566,CO_4323,Candido Portinari,Carlos Drummond de Andrade,/02/1941,Carta,null,"Comenta os trabalhos que tem realizado em Brodowski, especificando a capela que fez para a avó. Comenta, também, assuntos familiares."
6567,CO_4324,Candido Portinari,Carlos Drummond de Andrade,03/10/1941,Carta,Archibald MacLeish,"Comenta ter concluído os estudos para a decoração da Biblioteca do Congresso, descrevendo-os. Avisa que enviará fotos. Informa que os estudos foram aprovados. Diz ter escrito ao Ministro (da Educação), pedindo para acabar os afrescos do Ministério após a conclusão dos atuais."
6569,CO_4325,Candido Portinari,Carlos Drummond de Andrade,05/03/1941,Carta,Gustavo Capanema,"Diz estar enviando para o Ministro (da Educação) fotografias da capelinha que fez para a avó. Comenta ter feito alguns quadros de cavalete, especificando o que retrata um galo e uma galinha abraçados."
6570,CO_4326,Candido Portinari,Carlos Drummond de Andrade,/  /1941,Carta,Gustavo Capanema,"Comenta ter usado a prensa e realizado várias pontas-secas. Diz estar estudando os afrescos para decorar a capela que fez para a avó. Acusa recebimento de telegramas dele, Drummond, e do Ministro."
6571,CO_4327,Candido Portinari,Carlos Drummond de Andrade,/  /1942,Cartão-postal,null,Comenta que ainda está cansado dos trabalhos da Biblioteca do Congresso.
6573,CO_4329,Candido Portinari,Carlos Drummond de Andrade,06/03/1944,Carta,Manuel Bandeira,"Tece considerações sobre sua estadia em Petrópolis. Comenta as visitas de Manuel Bandeira, de quem executou um retrato. Informa ter enviado a tela ""Preto"" para acompanhar a ""Cabeça de Galo"", que já mandou, numa exposição em Minas Gerais."
6575,CO_4330,O. Mazar-Nergal,Candido Portinari,09/12/1956,Carta,null,"Informa que a exposição das obras de Portinari em Haifa, já encerrada, alcançou tanto sucesso quanto em Jerusalém e Tel-Aviv. Presta contas de obras vendidas, enviando, anexa, cópia da transferência bancária efetuada em favor do artista, correspondente ao valor das vendas."
6586,CO_4337,Candido Portinari,Carlos Drummond de Andrade,/12/1957,Cartão-postal,null,Enviam votos de feliz 1958.
6588,CO_4338,Candido Portinari,Carlos Drummond de Andrade,27/01/1960,Cartão,null,"Agradece o livro enviado por Dummond, especialmente a poesia a ele dedicada."
6591,CO_4340,Candido Portinari,Carlos Drummond de Andrade,/  /1941,Carta,Archibald MacLeish,"Desculpa-se por não ter se despedido, antes de embarcar. Relata as negociações feitas para a execução das decorações da Biblioteca do Congresso."
6594,CO_4342,Candido Portinari,Carlos Drummond de Andrade,/  /1946,Cartão,null,Comenta sua estadia em Brodowski.
6596,CO_4343,Candido Portinari,Mário de Andrade,/08/1944,Carta,Carmen de Saavedra,"Comenta a reedição do livro ""Memórias pósthumas de Braz Cubas"" e diz já ter começado a trabalhar no ""O alienista"". Informa que irá a Petrópolis executar uma pintura mural na casa de Carmen de Saavedra. Comenta a queda de Paris (na Guerra)."
6598,CO_4345,Candido Portinari,Mário de Andrade,/08/1941,Carta,null,"Agradece um discurso escrito por Mário e lido no almoço de despedida de Portinari. Diz que a viagem está sendo ótima. Oferece-se para trazer qualquer encomenda da América. Pretende começar logo os croquis para a decoração da Biblioteca do Congresso, pois deseja retornar até o final do ano de 1941. Diz que talvez faça, também, as ilustrações para o livro de Hans Staden ""Viagem ao Brasil""."
6601,CO_4346,Candido Portinari,Mário de Andrade,/  /1944,Carta,null,"Acusa recebimento de carta, classificada de ""estranhíssima"". Responde às afirmações de Mário quanto ao seu gênio. Reafirma não ter nenhuma responsabilidade quanto à impressão de livros, nas edições da Sociedade dos Cem Bibliófilos do Brasil."
6604,CO_4348,Candido Portinari,Múcio Athayde,26/09/1961,Carta,null,"Acusa recebimento de carta e de cheque, quitando o pagamento de uma obra (para o Pampulha Iate Clube). Trata de assuntos referentes ao transporte e seguro da referida obra. Informa estar enviando, junto, a maquete do painel de azulejos."
6610,CO_4354,Candido Portinari,Frederico Barata,/  /1940,Cartão-postal,null,Cumprimenta e envia abraço.
6611,CO_4355,null,Candido Portinari,02/07/1954,Carta,Carlos Collini Netto,"Autoriza a Carlos Collini Netto, membro da Comissão, a tratar da encomenda do retrato do sr. Domingos Fernandes Alonso."
6612,CO_4356,Candido Portinari,Carlos Drummond de Andrade,/  /19--,Cartão-postal,null,DATA_INICIO: 19--/  /
6614,CO_4357,Carlos Collini Netto,Candido Portinari,09/08/1954,Carta,null,"Informa estar enviando, anexos, dois negativos de fotografia do sr. Domingos Fernandes Alonso, conforme solicitação do artista, para orientação na confecção do retrato do referido senhor. Solicita seja avisado, com antecedência, quando for necessário o comparecimento do sr. Domingos para posar para o pintor."
6615,CO_4358,Eugenio Luraghi,João Candido Portinari,27/08/1962,Carta,null,"Fala sobre sua grande amizade com Portinari e que, com a concordância de Maria Portinari, gostaria de montar a exposição, em Milão, que estava organizando com o artista, antes de seu falecimento. Pede que João empreste um retrato de sua filha Denise, a neta querida de Portinari, para participar da exposição."
6617,CO_4359,Candido Portinari,Jurandyr Carlos Barroso,24/10/1956,Carta,Dag Hammarskjöld,"Atendendo solicitação do Itamaraty, em carta remetida em 16 de outubro 1956, manifesta sua opinião, contrária, quanto à mudança do local a instalar os painéis que executou para serem doados ao novo edifício da ONU. Rebate os argumentos do Secretário Geral, Dag Hammarskjöld, estranha a opinião do arquiteto Harrison, concorda com Jayme de Barros, e duvida que haja dificuldade, para um país como os Estados Unidos, em resolver um problema de luz."
6619,CO_4360,Candido Portinari,Georges Besson,19/01/1955,Cartão-postal,null,Envia votos de um feliz 1955.
6622,CO_4362,Candido Portinari,Solange Bouvier-Ajam,/12/1961,Carta,Denise Albe-Fessard,"Diz ter-se demorado a responder a carta recebida por ter ficado doente, logo que chegou ao Brasil. Informa estar enviando o autógrafo solicitado. Diz ter escrito para Denise Albe-Fessard, pedindo o empréstimo dos dois desenhos, de sua autoria, que ela possui."
6627,CO_4366,Maria Portinari,Maria Capanema,13/02/1940,Carta,Helena Rubinstein,"Trata de assuntos pessoais. Relata boas notícias dos Estados Unidos: um cheque da revista ""Vogue"", para reproduzir a tela ""Morro""; um cheque de Helena Rubinstein por umas litografias; um telegrama do Instituto de Artes de Chicago, convidando Portinari a apresentar parte de sua exposição (do Museu Nacional de Belas Artes)."
6630,CO_4368,Maria Portinari,Maria Capanema,26/10/1940,Carta,null,"Comenta o sucesso da exposição de Portinari no Museum of Modern Art, em Nova York, dizendo estar enviando recortes de algumas críticas locais. Descreve a solenidade de inauguração da exposição. Comenta terem recebido convite para ir a Washington, D.C. e Chicago."
6631,CO_4369,Candido Portinari,Gustavo Capanema,29/10/1940,Carta,null,"Comenta o fato de sua exposição ter agradado ao público e à crítica. Informa que a exposição será dividida em três grupos, sendo enviados em turnê pelos Estados Unidos. Agradece a oportunidade que lhe foi proporcionada."
6633,CO_4370,Candido Portinari,Gustavo Capanema,29/11/1940,Carta,Getulio Vargas,"Comenta a injustiça que a imprensa brasileira está cometendo com ele, um homem que divulga a cultura nacional em outro país, país esse que o acolhe sem reservas. Exemplifica com um artigo publicado na revista ""Nação Armada"". Relata as vendas de obras efetuadas, bem como os contratos assinados. Informa sobre as opiniões elogiosas que tem ouvido sobre o Presidente Getúlio Vargas."
6636,CO_4372,Candido Portinari,Gustavo Capanema,27/02/1941,Carta,null,"Informa sobre a construção e decoração de uma capela para sua avó, em Brodowski. Informa estar enviando fotos. Diz que voltará com entusiasmo para recomeçar os trabalhos no Ministério (da Educação)."
6638,CO_4373,Candido Portinari,Gustavo Capanema,25/03/1942,Carta,null,Mostra-se entusiasmado com a notícia de que fará novos murais para o Ministério da Educação.
6640,CO_4374,Candido Portinari,Gustavo Capanema,05/03/1941,Carta,null,"Informa estar enviando fotos da Capelinha (da ""Nonna""). Diz ter feito, também, uns quadros de cavalete. Comenta ter usado o processo a têmpera."
6641,CO_4375,Candido Portinari,Gustavo Capanema,03/10/1941,Carta,null,"Informa que os estudos para a Biblioteca do Congresso foram aprovados pelo MacLeish e pelo arquiteto do Capitólio. Fala sobre os motivos, as dimensões e a técnica que será usada. Diz que enviará fotos dos estudos. Diz, ainda, acreditar que o Ministro não fará objeção em atrasar os afrescos do Ministério (da Educação), permitindo que ele, Portinari, possa ficar em Washington, D.C. mais tempo."
6643,CO_4376,Candido Portinari,Gustavo Capanema,22/09/1941,Carta,null,"Comenta as conversações sobre as decorações para a Biblioteca do Congresso. Portinari deverá ser pago através de bolsa, devido à lei que protege os artistas nacionais (dos Estados Unidos)."
6645,CO_4377,Candido Portinari,Gustavo Capanema,22/03/1941,Carta,Mário de Andrade,"Acusa recebimento de carta. Informa estar fazendo cópia da ""Cabeça de Jesus"" e que, em breve, retornará ao Rio. Comenta visita de Mário de Andrade, para ver a Capelinha (da ""Nonna"")."
6647,CO_4379,Candido Portinari,Gustavo Capanema,17/12/1943,Carta,null,"Diz-se impossibilitado de executar o contrato dos novos afrescos do Ministério (da Educação), por falta de material. Propõe a anulação do atual contrato e acerto de um novo, incluindo um afresco já executado e não incluído, bem como o trabalho de refazer o afresco inutilizado com a rachadura da parede da sala de audiência."
6654,CO_4381,Candido Portinari,Gustavo Capanema,17/05/1944,Carta,Manuel Bandeira,"Informa que, após conversar com Manuel Bandeira, encorajou-se a continuar a pintura do Ministério (da Educação). Diz já ter feito novos estudos. Aguarda resposta."
6660,CO_4386,Candido Portinari,Raymundo Ottoni de Castro Maya,10/04/1943,Carta,null,"Comunica sua desistência em fazer as ilustrações do livro ""Memórias posthumas de Braz Cubas"", relatando os motivos de sua decisão. Diz que não terão dificuldades de encontrar outro ilustrador."
6661,CO_4387,Candido Portinari,Raymundo Ottoni de Castro Maya,05/04/1944,Carta,null,"Acusa recebimento de carta. Trata de assuntos referentes às ilustrações do livro ""O alienista"". Comenta os trabalhos que está fazendo para a Capela Mayrink, mostrando-se preocupado com a segurança dos mesmos."
6663,CO_4388,Múcio Athayde,Candido Portinari,21/09/1961,Carta,null,"Informa estar enviando, anexo, cheque para pagamento da última parcela das obras para decoração do Pampulha Iate Clube."
6664,CO_4389,Candido Portinari,Lorraine Cooper,04/05/1958,Carta,null,"Comunica que o painel de ""São Miguel Arcanjo"" já está pronto, informando o saldo devedor."
6668,CO_4392,Candido Portinari,Cypriano Amoroso Costa,05/11/1944,Carta,null,"Agradece e recusa o convite para ir encontrar Cypriano em sua fazenda, por estar ocupado com os murais do Ministério (da Educação)."
6672,CO_4397,Candido Portinari,Mário Loureiro Dias Costa,/12/1955,Cartão-postal,null,Agradece e retribui votos de Feliz Ano Novo.
6675,CO_4399,Candido Portinari,Waldemar da Costa,/  /1933,Carta,Armando,"Agradece e retribui votos de Feliz 1933. Mostra-se desanimado com a sugestão de Waldemar, de organizarem exposição de modernos em Petrópolis, devido à outra mostra que está sendo organizada na Associação dos Artistas Brasileiros. Relata convite, extensivo a ele, Waldemar, feito por Di Cavalcanti, para fazerem parte de um clube de arte moderna, em São Paulo (CAM). Sabedor da existência de um outro (SPAM), Portinari diz que procurará informar-se melhor sobre os dois. Comenta sobre os retratos que fez dos formandos de engenharia e arquitetura."
6682,CO_4404,Mendes André,Candido Portinari,06/04/1951,Carta,null,"Informa estar enviando, anexo, cheque para pagamento das três obras encomendadas para decoração do escritório d' A Equitativa."
6692,CO_4414,Candido Portinari,Luis Falcini,/05/1948,Carta,null,"Acusa o recebimento de duas carta. Conforme solicitado, informa que irá enviar para a exposição 10 desenhos e 10 monotipias, com dimensões, preços e títulos."
6693,CO_4415,Candido Portinari,Margot Fêder,/  /1957,Carta,null,"Acusa recebimento de carta. Mostra-se satisfeito por ela ter gostado do quadro e agradecido por ela pretender traduzir, para o alemão, o livro ""Retrato de Portinari""."
6694,CO_4417,Candido Portinari,Ferreira de Castro,08/02/1955,Carta,null,"Acusa recebimento de carta, a respeito das ilustrações para o livro ""A selva"". Diz ter parado todos os trabalhos que fazia para dedicar-se a elas. Dá detalhes sobre as ilustrações, como: papel usado, medidas e cores. Afirma que seus honorários não têm importância, mas ressalva que os originais devem ser-lhe devolvidos, pois pertencem a seu filho."
6698,CO_4418,Candido Portinari,Denise Albe-Fessard,/  /1961,Carta,null,"Comenta assuntos pessoais e solicita o empréstimo do desenho que ela possui, para uma exposição na Maison de la Pensée Française."
6703,CO_4422,Candido Portinari,Norberto A. Frontini,09/06/1952,Carta,María Rosa Oliver,"Acusa recebimento de carta bastante atrasada, por ter sido enviada ao endereço antigo dos Portinaris. Lamenta que, por isso, não tenha podido participar da homenagem a María Rosa (Oliver). Deseja transmitir sua estima e admiração por ela. Comenta estar realizando um grande quadro histórico."
6708,CO_4426,Candido Portinari,José da Silva Gordo,12/04/1955,Carta,null,"Desfaz o compromisso de executar murais para o Banco do Commercio e Industria de São Paulo, devido ao trabalho de decoração da ONU."
6709,CO_4427,Candido Portinari,P. Guastalla,13/01/1955,Cartão-postal,null,Envia votos para um feliz 1955.
6711,CO_4428,Candido Portinari,Jorge de Moraes Grey,08/08/1954,Carta,null,"Mostra-se surpreso com a carta recebida, na qual Jorge desculpa-se por não ter acabado de pagar o retrato que ele, Portinari, pintou de seu filho. Reafirma sua simpatia e apreço por Jorge Grey."
6716,CO_4431,Candido Portinari,Jayme de Barros,09/12/1956,Carta,Santa Rosa,"Comenta ter lido artigo, na Manchete, onde Jaime de Barros dá alguns esclarecimentos sobre a colocação dos painéis na ONU. Mostra-se ansioso em vê-los instalados, mas protegidos do sol. Comenta estar abatido com a morte de Santa Rosa."
6719,CO_4434,Candido Portinari,Rockwell Kent,29/11/1938,Carta,null,"Comenta sua satisfação com os frescos do Ministério da Educação. Fala da possibilidade de decorar o Pavilhão Brasileiro na Feira Mundial de Nova York. Parabeniza Kent pela premiação recebida no Carnegie Institute. Comenta a estadia em Brodóqui, onde pintou dois retratos. Fala sobre sua mudança para a Avenida Beira Mar. Pede notícias."
6725,CO_4437,Candido Portinari,Josias Leão,03/06/1940,Carta,Carlos Martins,"Trata de assuntos relativos às reproduções de obras de Portinari (no livro ""Portinari his life and art""). Sugere a inclusão de diversas críticas no livro, citando algumas. Comenta a boa aceitação que suas obras têm tido nos Estados Unidos."
6730,CO_4439,Candido Portinari,Josias Leão,17/05/1940,Carta,Florence Horn,"Mostra-se entusiasmado com a preparação do livro ""Portinari his life and art"". Comenta ter conhecido Maria Sermolino, da revista ""Life"", que encomendou um retrato e que talvez faça uma cobertura da exposição em Detroit. Fala sobre o sucesso da exposição de Helena Rubinstein, cujo retrato deverá ser publicado na revista ""Vogue"". Informa estar retratando o embaixador americano."
6731,CO_4440,Candido Portinari,Jayme de Barros,/  /1956,Carta,Jayme Maurício,Comenta a preocupação que teve com a enfermidade de seu pai. Trata de assuntos relativos à instalação dos painéis para a ONU.
6733,CO_4441,Candido Portinari,Carlos Lemos,23/10/1953,Carta,null,"Diz estar enviando a maquete do mural, de acordo com as cores (de vidrotil) que recebeu. Informa já ter respondido à carta da Companhia Nacional de Investimentos."
6735,CO_4442,null,Eleanor B. Lloyd,22/11/1940,Carta,null,"Informa que a exposição de Portinari encerrou-se e que a obra ""Circo"", por ela adquirida, está sendo enviada. Pede que Eleanor assine o recibo de recebimento e que acerte o pagamento, de modo a ser encaminhado ao artista."
6738,CO_4444,Candido Portinari,Jaroslav Kuchválek,/  /1955,Carta,null,"Agradece o convite para assistir a ""Spartakiada"", manifestação esportiva na Tchecoeslováquia, declarando-se impossibilitado de ausentar-se do Brasil, por estar ocupado com o término dos painéis para a ONU."
6740,CO_4445,Candido Portinari,Ary Ferreira de Macedo,/  /1960,Carta,null,"Acusa recebimento de carta, agradecendo a admiração do remetente."
6742,CO_4447,Candido Portinari,Aníbal Machado,23/09/1941,Carta,Archibald MacLeish,"Comunica, ao amigo, o interesse de Maria Clara, filha dele, em ficar mais  uns tempos com os Portinaris, em Washington. Comenta a aprovação dos croquis (para a Biblioteca do Congresso) por MacLeish e pelo arquiteto do Capitólio"
