titulo,conteudo
(CO) Consulta Correspondência\CO_5755,"COD_TIPO: CO
NUM_ANTDOC: 5755
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Marcos Roméro
MEMO_RESUMO: Faz comentário a respeito de artigo de autoria de Marcos Roméro, publicado no ""Boletim do International Fine Arts Council"". Agradece o envio das resenhas (sobre o trabalho apresentado no mostra do Guggenhein) publicadas nos jornais ""New York Times"" e ""Herald Tribune"" e as palavras elogiosas da carta. Informa estar enviando o livro de Antônio Callado sobre ele, Portinari.
DATA_INICIO: 1957/04/30"
(CO) Consulta Correspondência\CO_5755,
(CO) Consulta Correspondência\CO_5756,
(CO) Consulta Correspondência\CO_5757,
(CO) Consulta Correspondência\CO_5757,
(CO) Consulta Correspondência\CO_5758,
(CO) Consulta Correspondência\CO_5759,"COD_TIPO: CO
NUM_ANTDOC: 5759
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: Luiz Mesquita
DESTINATARIO: Júlio de Mesquita Filho
MEMO_RESUMO: Acusa recebimento de carta de Luiz Mesquita, deixando dúvidas a respeito do prazo de entrega da obra encomendada, devido à não assinatura do contrato. Pede resposta urgente, informando-o se deve ou não continuar o trabalho.
DATA_INICIO: 1953/02/"
(CO) Consulta Correspondência\CO_5760,"COD_TIPO: CO
NUM_ANTDOC: 5760
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: Wallace K. Harrison
DESTINATARIO: João Neves da Fontoura
MEMO_RESUMO: Acusa recebimento de carta que informa da boa impressão causada no arquiteto Wallace Harrison pelo trabalho apresentado (ONU). Comenta estar terminando os trabalhos para Batatais.
DATA_INICIO: 1953/  /"
(CO) Consulta Correspondência\CO_5761,
(CO) Consulta Correspondência\CO_5762,"COD_TIPO: CO
NUM_ANTDOC: 5762
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Júlio de Mesquita Filho
MEMO_RESUMO: Acusa recebimento de carta, aprovando modificações nas dimensões do painel (""Fundadores do Jornal O Estado de S. Paulo""). Reafirma o prazo de entrega do referido painel.
DATA_INICIO: 1953/02/"
(CO) Consulta Correspondência\CO_5763,
(CO) Consulta Correspondência\CO_5764,"COD_TIPO: CO
NUM_ANTDOC: 5764
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Guilherme de Almeida
MEMO_RESUMO: Informa que, logo após a abertura da exposição, esteve adoentado, não tendo agradecido, ainda, o artigo elogioso sobre seu trabalho. Mostra-se satisfeito por sabê-lo escolhido para dirigir, agora, as comemorações do IV Centenário de São Paulo, lamentando não ter sido logo.
DATA_INICIO: 1954/03/22"
(CO) Consulta Correspondência\CO_5765,
(CO) Consulta Correspondência\CO_5766,"COD_TIPO: CO
NUM_ANTDOC: 5766
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: null
MEMO_RESUMO: Confirma proposta para execução do mural ""Descobrimento do Brasil"", especificando dimensões, prazo de entrega, preço e condições de pagamento.
DATA_INICIO: 1954/05/04"
(CO) Consulta Correspondência\CO_5767,
(CO) Consulta Correspondência\CO_5767,
(CO) Consulta Correspondência\CO_5768,
(CO) Consulta Correspondência\CO_5769,
(CO) Consulta Correspondência\CO_5769,
(CO) Consulta Correspondência\CO_5770,"COD_TIPO: CO
NUM_ANTDOC: 5770
PAGINAÇÃO: 3 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Emmanuel Auricoste
MEMO_RESUMO: Acusa recebimento de notícias. Informa o término do painel ""Tiradentes"", comentando o sucesso da exposição, no Rio e em São Paulo. Comenta a situação política do Brasil, contando que impetrou mandado de segurança para poder sair do país. Solicita informações sobre aluguel na França.
DATA_INICIO: 1949/09/12"
(CO) Consulta Correspondência\CO_5770,
(CO) Consulta Correspondência\CO_5770,
(CO) Consulta Correspondência\CO_5771,
(CO) Consulta Correspondência\CO_5771,
(CO) Consulta Correspondência\CO_5771,
(CO) Consulta Correspondência\CO_5772,"COD_TIPO: CO
NUM_ANTDOC: 5772
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Raul Fernandes
MEMO_RESUMO: Carta de protesto contra o fato de ter-lhe sido negado o visto de entrada nos Estados Unidos, impedindo-o de participar do Congresso pela Paz Mundial, em Nova York.
DATA_INICIO: 1949/  /"
(CO) Consulta Correspondência\CO_5773,"COD_TIPO: CO
NUM_ANTDOC: 5773
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Telegrama
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: null
MEMO_RESUMO: Informa não poder comparecer à quermesse, em virtude dos estudos para as pinturas de Batatais.
DATA_INICIO: 1953/  /"
(CO) Consulta Correspondência\CO_5773,
(CO) Consulta Correspondência\CO_5774,"COD_TIPO: CO
NUM_ANTDOC: 5774
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: Eugenio Luraghi
DESTINATARIO: Rafael Alberti
MEMO_RESUMO: Comenta o sucesso da exposição do mural ""Tiradentes"" e um artigo de Eugenio Luraghi na revista ""Il Tempo"", de Milão. Fala sobre sua decisão de ir à Europa, ainda em 1949.
DATA_INICIO: 1949/09/19"
(CO) Consulta Correspondência\CO_5775,"COD_TIPO: CO
NUM_ANTDOC: 5775
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Oswaldo Aranha
MEMO_RESUMO: Agradece as palavras de estímulo, especialmente sobre seu mural ""Tiradentes"".
DATA_INICIO: 1949/08/"
(CO) Consulta Correspondência\CO_5776,
(CO) Consulta Correspondência\CO_5777,
(CO) Consulta Correspondência\CO_5777,
(CO) Consulta Correspondência\CO_5778,
(CO) Consulta Correspondência\CO_5779,"COD_TIPO: CO
NUM_ANTDOC: 5779
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Vernon C. Porter
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Informa estar enviando, anexa, a apólice do seguro de obras que participaram da exposição no Riverside Museum, incluindo lista das referidas obras.
DATA_INICIO: 1941/09/15"
(CO) Consulta Correspondência\CO_5779,
(CO) Consulta Correspondência\CO_5779,
(CO) Consulta Correspondência\CO_5779,
(CO) Consulta Correspondência\CO_5779,
(CO) Consulta Correspondência\CO_5780,"COD_TIPO: CO
NUM_ANTDOC: 5780
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Memorando
REMETENTE: Gustavo Capanema
ONOMÁSTICO: null
DESTINATARIO: null
MEMO_RESUMO: Recomenda modificação a ser introduzida na renovação do contrato de Portinari, fixando o número de grandes quadros a serem realizados.
DATA_INICIO: 1944/07/31"
(CO) Consulta Correspondência\CO_5781,"COD_TIPO: CO
NUM_ANTDOC: 5781
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Telegrama
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Harlow Shapley
MEMO_RESUMO: Comunica que o visto do seu passaporte foi negado. Informa que enviará uma mensagem, a ser lida no Congresso da Paz.
DATA_INICIO: 1949/  /"
(CO) Consulta Correspondência\CO_5782,"COD_TIPO: CO
NUM_ANTDOC: 5782
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Harlow Shapley
MEMO_RESUMO: Informa que não poderá atender ao convite para participar da Conferência pela Paz Mundial, porque foi-lhe negado visto de entrada nos Estados Unidos. Emite sua opinião sobre a luta pela paz entre as nações, em mensagem a ser lida na referida conferência.
DATA_INICIO: 1949/  /"
(CO) Consulta Correspondência\CO_5782,
(CO) Consulta Correspondência\CO_5783,
(CO) Consulta Correspondência\CO_5783,
(CO) Consulta Correspondência\CO_5783,
(CO) Consulta Correspondência\CO_5783,
(CO) Consulta Correspondência\CO_5784,
(CO) Consulta Correspondência\CO_5785,
(CO) Consulta Correspondência\CO_5786,
(CO) Consulta Correspondência\CO_5786,
(CO) Consulta Correspondência\CO_5787,
(CO) Consulta Correspondência\CO_5788,
(CO) Consulta Correspondência\CO_5788,
(CO) Consulta Correspondência\CO_5789,
(CO) Consulta Correspondência\CO_5789,
(CO) Consulta Correspondência\CO_5790,"COD_TIPO: CO
NUM_ANTDOC: 5790
PAGINAÇÃO: 3 f.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: null
MEMO_RESUMO: Solicita autorização para o embarque de 76 (setenta e seis) telas, de sua autoria, com destino a Paris.
DATA_INICIO: 1946/02/13"
(CO) Consulta Correspondência\CO_5790,
(CO) Consulta Correspondência\CO_5790,
(CO) Consulta Correspondência\CO_5791,"COD_TIPO: CO
NUM_ANTDOC: 5791
PAGINAÇÃO: 3 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: Archibald MacLeish
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Mostra-se entusiasmado com o trabalho que vai executar na Biblioteca do Congresso. Comenta que os croquis já foram aprovados por MacLeish e pelo arquiteto do Capitólio. Informa que ilustrou um livro para crianças. Fala sobre problemas de saúde em Maria.
DATA_INICIO: 1941/10/07"
(CO) Consulta Correspondência\CO_5791,
(CO) Consulta Correspondência\CO_5791,
(CO) Consulta Correspondência\CO_5792,"COD_TIPO: CO
NUM_ANTDOC: 5792
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Informa que terminou os murais na Biblioteca do Congresso, mostrando-se satisfeito com o resultado. Diz acreditar que haverá grande repercussão, apesar da guerra. E que a inauguração dos referidos murais será no dia 7 de janeiro. Comenta que, com as dificuldades em retornar ao Brasil de navio, talvez decida-se a viajar de avião. Conta que fez retratos dos filhos de Rockefeller e que está fazendo o retrato da mãe dele. Envia votos de Boas Festas.
DATA_INICIO: 1941/12/"
(CO) Consulta Correspondência\CO_5792,
(CO) Consulta Correspondência\CO_5792,
(CO) Consulta Correspondência\CO_5793,"COD_TIPO: CO
NUM_ANTDOC: 5793
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Cartão
REMETENTE: Maria Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Em cartão de Natal, envia votos de Boas Festas, a ele e sua mãe.
DATA_INICIO: 1941/12/"
(CO) Consulta Correspondência\CO_5794,"COD_TIPO: CO
NUM_ANTDOC: 5794
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Informa sobre a inauguração de exposição. Mostra-se ansioso em voltar ao Brasil.
DATA_INICIO: 1942/01/"
(CO) Consulta Correspondência\CO_5795,"COD_TIPO: CO
NUM_ANTDOC: 5795
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Trata de assuntos pessoais e informa estar enviando, junto a esta, uma carta que recebeu de MacLeisch.
DATA_INICIO: 1942/03/12"
(CO) Consulta Correspondência\CO_5796,"COD_TIPO: CO
NUM_ANTDOC: 5796
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Mostra-se satisfeito em saber que Mário vai escrever monografia sobre ele, para a editora Lozada. Comenta estar providenciando fotos de obras para reproduzir, ilustrando o texto, para Mário escolher. Sugere que evite repetir as telas que já sairam no álbum de Chicago. Diz-se ansioso para ver o artigo de Mário, publicado na ""Saber Vivir"". Informa ter enviado fotos dos painéis da Tupy e que andou fazendo cartazes para a Legião Brasileira de Assistência.
DATA_INICIO: 1942/11/"
(CO) Consulta Correspondência\CO_5796,
(CO) Consulta Correspondência\CO_5797,"COD_TIPO: CO
NUM_ANTDOC: 5797
PAGINAÇÃO: 3 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Comenta a repercussão de sua exposição (no Museu Nacional de Belas Artes). Informa que já começou a fazer ilustrações para o Braz Cubas, comentando os retratos dos personagens. Pede confirmação da solicitação de fotos de obras para o ensaio que Mário vai publicar pela Editorial Lozada.
DATA_INICIO: 1943/07/24"
(CO) Consulta Correspondência\CO_5797,
(CO) Consulta Correspondência\CO_5797,
(CO) Consulta Correspondência\CO_5797,
(CO) Consulta Correspondência\CO_5798,"COD_TIPO: CO
NUM_ANTDOC: 5798
PAGINAÇÃO: 3 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Trata da escolha de quadros para ilustrar a monografia sobre Portinari, a ser editada na Argentina. Faz comentários sobre a qualidade das fotografias. Informa que já estão na rua Cosme Velho, 103.
DATA_INICIO: 1943/08/"
(CO) Consulta Correspondência\CO_5798,
(CO) Consulta Correspondência\CO_5798,
(CO) Consulta Correspondência\CO_5799,"COD_TIPO: CO
NUM_ANTDOC: 5799
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Pede confirmação sobre o pedido de fotografias de obras. Informa estar cansado e que deverá ir para Brodowski descansar.
DATA_INICIO: 1943/08/22"
(CO) Consulta Correspondência\CO_5800,"COD_TIPO: CO
NUM_ANTDOC: 5800
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Lamenta desencontro com Mário, quando passou por São Paulo. Dá notícias pessoais.
DATA_INICIO: 1943/09/23"
(CO) Consulta Correspondência\CO_5801,"COD_TIPO: CO
NUM_ANTDOC: 5801
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Dá notícias de doenças na família. Comenta ter gostado da escolha (de fotos de obras) feita por Mário, informando que mandará foto do retrato de Florence (Horn).
DATA_INICIO: 1943/10/10"
(CO) Consulta Correspondência\CO_5802,"COD_TIPO: CO
NUM_ANTDOC: 5802
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Cartão-postal
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Informa ter estado em Ouro Preto e ter gostado muito. Diz ter ido ver um forno de ferro, para fazer um dos painéis do Ministério.
DATA_INICIO: 1937/  /"
(CO) Consulta Correspondência\CO_5803,"COD_TIPO: CO
NUM_ANTDOC: 5803
PAGINAÇÃO: 3 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Mostra-se desejoso de esclarecer mal-entendido, quando Mário for ao Rio de Janeiro. Informa que os Cem Bibliófilos vão reeditar o livro ""Memórias póstumas de Braz Cubas"", que teria saído com muitos erros. Diz que está fazendo uma série de retratos de crianças, que já começou as ilustrações de ""O alienista"" e que vai fazer um mural em Petrópolis, na casa de Carmem Saavedra. Comenta o excesso de trabalho e a queda de Paris.
DATA_INICIO: 1944/08/"
(CO) Consulta Correspondência\CO_5803,
(CO) Consulta Correspondência\CO_5803,
(CO) Consulta Correspondência\CO_5804,"COD_TIPO: CO
NUM_ANTDOC: 5804
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Informa estar acamado e que releu o ensaio escrito por Mário. Pede que Mário espere até que ele lhe escreva, de Brodowski, contando certos fatos como realmente aconteceram. Diz que escreverá sobre as reproduções também. Pede que Mário só faça comentários após receber a referida carta.
DATA_INICIO: 1944/12/"
(CO) Consulta Correspondência\CO_5804,
(CO) Consulta Correspondência\CO_5805,"COD_TIPO: CO
NUM_ANTDOC: 5805
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Bilhete
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Pede que Mário envie o material (a ser mandado para a Argentina), informando que um amigo dará um jeito de enviá-lo.
DATA_INICIO: 1944/11/"
(CO) Consulta Correspondência\CO_5806,"COD_TIPO: CO
NUM_ANTDOC: 5806
PAGINAÇÃO: 3 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Informa ter recebido o ensaio de Mário, tecendo considerações e fazendo algumas ressalvas. Informa que vai procurar alguém que talvez possa conseguir que o texto siga para a Argentina sem a interferência da censura de Vargas (""dos asas negras""). Mostra-se contente com o julgamento do crítico sobre os afrescos do Ministério.
DATA_INICIO: 1944/11/"
(CO) Consulta Correspondência\CO_5806,
(CO) Consulta Correspondência\CO_5806,
(CO) Consulta Correspondência\CO_5807,"COD_TIPO: CO
NUM_ANTDOC: 5807
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Informa que terminou o afresco ""Carnaúba"" e que vai refazer as partes que não lhe agradaram, dos outros afrescos. Diz estar enviando mais fotos de obras.
DATA_INICIO: 1944/11/12"
(CO) Consulta Correspondência\CO_5808,"COD_TIPO: CO
NUM_ANTDOC: 5808
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Mostra-se entusiasmado com o estudo que Mário fez, sobre ele. Informa que vai mandar foto do mural que acabou de concluir. E diz estar ansioso para ver a outra parte do estudo de Mário.
DATA_INICIO: 1944/11/01"
(CO) Consulta Correspondência\CO_5808,
(CO) Consulta Correspondência\CO_5809,"COD_TIPO: CO
NUM_ANTDOC: 5809
PAGINAÇÃO: 4 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Acusa recebimento de carta de Mário, em que o mesmo mostra-se insatisfeito com a monografia que escreveu sobre o pintor. Diz estar certo de ser apenas exigência do próprio Mário, resultante da fase complicada que ele está passando. Observa, em sua própria obra, o retrato do mundo que os rodeia, resultado de tudo aquilo que já foi vivido. Comenta saber que existe um retrato falso a seu respeito, inclusive sobre sua ligação com os meios oficiais. Afirma continuar o mesmo, só que com menos fé em seu próprio trabalho, e preocupado com sua saúde. Diz estar desabafando, num dia em que sente-se calmo e sem raiva de ninguém, mas com muita vontade de que ele, Mário, estivesse por perto...
DATA_INICIO: 1944/10/22"
(CO) Consulta Correspondência\CO_5809,
(CO) Consulta Correspondência\CO_5809,
(CO) Consulta Correspondência\CO_5809,
(CO) Consulta Correspondência\CO_5810,"COD_TIPO: CO
NUM_ANTDOC: 5810
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Comenta as dificuldades que está tendo para terminar o novo mural do Ministério. Mas que, apesar de tudo, tem trabalhado com prazer.
DATA_INICIO: 1944/10/15"
(CO) Consulta Correspondência\CO_5810,
(CO) Consulta Correspondência\CO_5811,"COD_TIPO: CO
NUM_ANTDOC: 5811
PAGINAÇÃO: 3 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Mostra-se satisfeito com a última carta recebida, onde percebe o esclarecimento de algum mal entendido. Comenta seu ritmo intenso de trabalho, especificando a conclusão do balé dos Retirantes (Balé Iara). Fala sobre problemas de saúde na família. Conta ter ido ao Ministério rever seus trabalhos, afrimando que terminará os que faltam e que acentuará,""à têmpera, certos detalhes que ficaram fracos com a modificação da luz e com o secamento dos mesmos"". Alegra-se por saber da monografia que Mário fará sobre ele, para Buenos Aires. Tece considerações sobre as atribulações envolvendo os artistas modernos.
DATA_INICIO: 1944/06/18"
(CO) Consulta Correspondência\CO_5811,
(CO) Consulta Correspondência\CO_5811,
(CO) Consulta Correspondência\CO_5812,"COD_TIPO: CO
NUM_ANTDOC: 5812
PAGINAÇÃO: 3 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Comenta ter aprovado o retrato que fez do Manoel (Bandeira). Mostra vontade de pintar um retrato de Mário, lá em Petrópolis, observando que a luz é ótima. Convida o amigo para ir descansar lá. Diz que gostaria de ter um álbum publicado, escrito por ele, mas pede que não se preocupe com isso. Fala sobre as paisagens que fez e sobre estar fazendo as pinturas de ""capelinha nas matas da Tijuca"".
DATA_INICIO: 1944/03/26"
(CO) Consulta Correspondência\CO_5812,
(CO) Consulta Correspondência\CO_5812,
(CO) Consulta Correspondência\CO_5813,"COD_TIPO: CO
NUM_ANTDOC: 5813
PAGINAÇÃO: 3 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: Gustavo Capanema
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Estranha a falta de resposta a sua última carta. Dá notícias da família, que convalesce em Petrópolis. Comenta que vai continuar os afrescos do Ministério, onde fará crianças brincando, e começar estudos para um trabalho com Oscar (Niemeyer).
DATA_INICIO: 1944/03/13"
(CO) Consulta Correspondência\CO_5813,
(CO) Consulta Correspondência\CO_5813,
(CO) Consulta Correspondência\CO_5814,"COD_TIPO: CO
NUM_ANTDOC: 5814
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: Gustavo Capanema
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Lamenta a enfermidade de Mário, recomendando que não se preocupe com o álbum de Buenos Aires. Comenta que pretende descansar, tendo escrito cartas a Capanema e ao prefeito de Belo Horizonte, Juscelino, desistindo dos murais. Mostra-se insatisfeito com as interferências em seu trabalho no Ministério e com o tempo despendido nele. Questiona o trabalho em pintura mural.
DATA_INICIO: 1943/12/17"
(CO) Consulta Correspondência\CO_5814,
(CO) Consulta Correspondência\CO_5815,"COD_TIPO: CO
NUM_ANTDOC: 5815
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: Manuel Bandeira
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Confirma exposição em São Paulo, em sala prometida pela SPAM. Diz estar enviando fotos de obras, escolhidas pelo Manoel Bandeira, pedindo que Mário as divulgue pela imprensa.
DATA_INICIO: 1934/10/25"
(CO) Consulta Correspondência\CO_5815,
(CO) Consulta Correspondência\CO_5816,"COD_TIPO: CO
NUM_ANTDOC: 5816
PAGINAÇÃO: 3 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Comenta ter inutilizado uma primeira versão da tela ""Futebol"" e já estar criando outra. Fala sobre a repercussão do ""Retrato de Mário de Andrade"". Informa estar executando o retrato da sra. Cabot, da embaixada americana. Trata de outros assuntos pessoais.
DATA_INICIO: 1935/03/16"
(CO) Consulta Correspondência\CO_5816,
(CO) Consulta Correspondência\CO_5816,
(CO) Consulta Correspondência\CO_5817,"COD_TIPO: CO
NUM_ANTDOC: 5817
PAGINAÇÃO: 3 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Informa estar começando tela sobre colheita de café, a ser enviada para exposição no Carnegie Institute. Comenta que um artigo de Mário, sobre sua exposição em São Paulo, saiu publicado no Diário Carioca, lembrando ao amigo que pediu licença a ele. Dá notícias de amigos comuns. Avisa não saber mais quando irá a São Paulo, estando com algumas encomendas, entre elas, a de ilustrar livro de Manoel de Abreu. Cita convite dos Amigos da Arte, de Montevidéu. Informa que a revista ""Espelho"" vai publicar o ""Retrato de Mário de Andrade"" e que essa revista já publicou artigo de Mário Pedrosa sobre sua mostra em São Paulo.
DATA_INICIO: 1935/04/10"
(CO) Consulta Correspondência\CO_5817,
(CO) Consulta Correspondência\CO_5817,
(CO) Consulta Correspondência\CO_5818,"COD_TIPO: CO
NUM_ANTDOC: 5818
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Justifica-se por não ter comparecido ao embarque do amigo. Informa que foi solicitada a biografia de Portinari, pelos organizadores da exposição no Carnegie. Supõe que seja para constar no catálogo.
DATA_INICIO: 1935/09/"
(CO) Consulta Correspondência\CO_5819,"COD_TIPO: CO
NUM_ANTDOC: 5819
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Agradece uma entrevista de Mário. Mostra-se entusiasmado com o prêmio recebido em exposição nos Estados Unidos, ressaltando ter sido o único premiado da América Latina. Comenta que irá ganhar um almoço. Diz ter enviado foto do ""Café"".
DATA_INICIO: 1935/11/04"
(CO) Consulta Correspondência\CO_5819,
(CO) Consulta Correspondência\CO_5820,"COD_TIPO: CO
NUM_ANTDOC: 5820
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Comenta ter comprado máquina de escrever, que está estreando, escrevendo ao amigo. Informa que está aberta a exposição dos alunos, mostrando-se empolgado com o trabalho de professor. Diz ter começado o ""Retrato de Carlos Drummond de Andrade"" e que está ansioso por trabalhar pintura afresco em suas aulas. Diz, ainda, que pediu ao novo diretor da escola que permitisse a entrada dos alunos sem exames teóricos, preocupado com os filhos de gente pobre, sem instrução, mas com talento.
DATA_INICIO: 1936/01/25"
(CO) Consulta Correspondência\CO_5821,"COD_TIPO: CO
NUM_ANTDOC: 5821
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Telegrama
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Diz ter recebido carta de Mário e que está enviando ""Mulher sentada"".
DATA_INICIO: 1936/03/18"
